City,Date,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene
Hyderabad,01-09-2017,9.38,14.34,7.62,0.23,5.16,35.74,0.62,5.07,1.69
Hyderabad,02-09-2017,12.83,16.47,9.59,0.22,13.58,32.11,1.7,9.87,2.33
Hyderabad,03-09-2017,7.66,12.0,6.23,0.17,6.44,33.41,0.13,1.32,0.4
Hyderabad,04-09-2017,8.5,16.95,7.97,0.21,4.92,33.5,0.39,2.52,0.91
Hyderabad,05-09-2017,8.01,14.47,6.99,0.18,5.04,41.28,0.26,2.56,2.2
Hyderabad,06-09-2017,10.13,19.22,8.58,0.19,4.97,24.76,0.62,3.19,1.88
Hyderabad,07-09-2017,13.1,19.8,10.17,0.21,5.23,32.88,0.78,5.76,1.4
Hyderabad,08-09-2017,9.14,19.17,8.14,0.18,4.57,39.66,0.4,3.6,0.59
Hyderabad,09-09-2017,7.56,15.23,6.52,0.19,5.02,41.62,0.22,1.89,0.21
Hyderabad,10-09-2017,7.95,15.66,6.21,0.09,3.32,31.82,0.07,1.52,0.26
Hyderabad,11-09-2017,8.08,15.36,8.43,0.21,4.19,32.15,0.22,1.56,0.25
Hyderabad,12-09-2017,7.92,15.27,7.46,0.11,4.17,33.02,0.25,1.72,0.23
Hyderabad,13-09-2017,8.63,17.06,7.56,0.07,5.03,30.88,0.49,3.46,0.72
Hyderabad,14-09-2017,8.51,15.62,7.61,0.05,5.09,34.13,0.36,2.49,0.83
Hyderabad,15-09-2017,7.97,15.22,7.29,0.06,4.68,38.0,0.28,1.79,1.44
Hyderabad,16-09-2017,7.38,13.77,6.37,0.06,13.08,34.23,0.19,1.7,0.84
Hyderabad,17-09-2017,10.04,12.72,4.23,0.04,3.3,31.75,0.04,0.63,0.25
Hyderabad,18-09-2017,6.94,10.48,5.36,0.04,4.37,34.2,0.02,0.55,0.21
Hyderabad,19-09-2017,7.19,10.5,5.22,0.05,4.24,38.84,0.03,0.56,0.06
Hyderabad,20-09-2017,6.79,10.86,5.52,0.05,5.12,41.74,0.07,0.57,0.05
Hyderabad,21-09-2017,6.92,11.41,5.8,0.05,4.06,37.47,0.0,0.48,0.06
Hyderabad,22-09-2017,7.3,15.36,8.05,0.03,4.59,36.6,0.01,0.73,0.32
Hyderabad,23-09-2017,8.27,17.97,12.7,0.0,5.13,30.97,0.18,3.63,0.79
Hyderabad,24-09-2017,11.42,19.98,16.16,0.0,5.99,29.73,0.34,5.19,2.74
Hyderabad,25-09-2017,9.51,20.38,12.1,0.0,5.73,29.35,0.2,2.39,0.93
Hyderabad,26-09-2017,9.31,20.98,10.8,0.0,7.2,29.15,0.18,3.48,1.29
Hyderabad,27-09-2017,9.68,23.27,11.18,0.0,6.41,28.45,0.17,3.04,3.95
Hyderabad,28-09-2017,9.79,20.69,12.51,0.0,5.29,28.01,0.12,2.2,1.36
Hyderabad,29-09-2017,8.34,18.5,10.13,0.0,4.87,31.95,0.1,2.26,0.43
Hyderabad,30-09-2017,8.11,17.45,8.92,0.0,5.4,34.25,0.12,2.07,0.34
Hyderabad,01-10-2017,1.24,11.81,2.95,0.26,5.12,29.4,0.8,4.06,0.48
Hyderabad,02-10-2017,10.81,11.9,4.8,0.16,3.37,32.57,0.31,2.16,0.28
Hyderabad,03-10-2017,11.69,18.96,9.81,0.34,6.88,34.69,1.0,7.43,0.65
Hyderabad,04-10-2017,16.68,22.44,11.72,0.66,10.46,39.92,2.59,12.69,2.06
Hyderabad,06-10-2017,11.38,19.44,8.09,0.21,5.7,32.82,1.69,8.81,1.49
Hyderabad,07-10-2017,18.91,24.12,12.33,0.57,7.36,43.87,2.21,10.84,2.64
Hyderabad,08-10-2017,10.47,24.14,10.59,0.29,19.21,36.8,1.19,6.82,0.96
Hyderabad,09-10-2017,7.6,17.7,6.49,0.36,4.24,41.5,1.12,5.21,0.9
Hyderabad,10-10-2017,26.06,24.18,6.08,0.1,8.63,70.62,0.66,3.27,0.25
Hyderabad,11-10-2017,6.99,25.01,4.63,0.19,4.3,43.76,0.78,4.89,0.52
Hyderabad,12-10-2017,13.72,26.83,5.04,0.11,4.2,54.35,1.22,6.71,0.92
Hyderabad,14-10-2017,10.84,25.1,3.74,0.1,2.46,63.15,0.17,1.48,0.0
Hyderabad,15-10-2017,18.84,22.1,3.41,0.06,4.4,57.62,0.09,1.2,0.0
Hyderabad,16-10-2017,8.32,45.32,3.45,0.1,18.9,72.46,0.22,0.96,0.43
Hyderabad,17-10-2017,9.92,36.5,4.69,0.15,11.19,67.21,0.34,2.38,0.07
Hyderabad,18-10-2017,14.42,34.49,5.58,0.12,4.82,56.47,1.87,11.62,0.98
Hyderabad,19-10-2017,8.76,30.6,10.71,0.31,5.43,57.92,3.49,11.82,2.01
Hyderabad,22-10-2017,7.56,17.27,2.55,0.07,3.29,68.38,0.02,0.19,0.0
Hyderabad,23-10-2017,7.98,21.46,5.48,0.19,5.28,53.28,0.98,4.33,1.08
Hyderabad,24-10-2017,8.24,24.35,2.17,0.06,5.02,40.66,0.16,0.89,0.16
Hyderabad,26-10-2017,7.17,34.37,1.84,0.04,6.6,71.63,0.11,0.34,0.01
Hyderabad,27-10-2017,16.51,24.22,2.33,0.08,13.15,18.11,0.12,1.05,0.21
Hyderabad,29-10-2017,14.32,25.47,4.19,0.12,7.7,58.83,0.29,1.29,0.02
Hyderabad,04-11-2017,9.76,35.86,23.05,0.58,13.5,51.23,5.08,24.64,3.75
Hyderabad,15-11-2017,8.07,36.07,25.3,0.68,16.76,48.8,4.42,21.49,2.76
Hyderabad,16-11-2017,11.53,34.29,27.1,0.58,13.31,43.11,4.41,22.69,1.81
Hyderabad,17-11-2017,9.97,33.87,25.49,0.61,14.81,37.36,4.75,25.05,3.03
Hyderabad,18-11-2017,10.05,32.58,24.83,0.65,11.42,37.79,2.98,18.83,2.92
Hyderabad,19-11-2017,9.41,34.18,25.29,0.72,10.46,39.81,4.31,25.26,4.05
Hyderabad,22-11-2017,6.79,32.25,22.12,0.7,14.21,51.0,2.88,12.43,3.1
Hyderabad,23-11-2017,11.04,37.91,28.39,0.76,18.61,39.92,2.33,15.71,3.03
Hyderabad,24-11-2017,6.26,35.4,23.41,0.76,12.78,60.26,2.82,15.13,2.49
Hyderabad,25-11-2017,5.34,37.5,24.28,0.71,13.35,68.38,2.3,17.66,1.8
Hyderabad,26-11-2017,8.98,50.36,31.34,0.9,10.47,52.91,3.03,13.06,1.91
Hyderabad,29-11-2017,7.04,45.7,29.33,0.81,15.0,67.32,3.01,16.61,4.56
Hyderabad,30-11-2017,9.05,45.03,30.5,0.82,14.09,60.26,2.95,12.16,3.69
Hyderabad,01-12-2017,8.67,37.15,26.11,0.8,14.25,59.62,2.98,13.32,3.83
Hyderabad,02-12-2017,7.02,35.14,23.91,0.76,10.97,65.3,4.65,15.59,3.93
Hyderabad,03-12-2017,7.22,38.05,25.61,0.8,9.54,63.84,3.29,11.38,2.99
Hyderabad,04-12-2017,6.46,37.31,24.68,0.78,12.21,67.63,2.94,9.43,2.43
Hyderabad,05-12-2017,6.29,29.67,20.52,0.7,13.2,60.14,2.66,7.83,2.1
Hyderabad,06-12-2017,6.0,30.32,20.6,0.72,13.15,48.64,2.62,8.81,2.52
Hyderabad,07-12-2017,7.77,40.86,27.61,0.91,16.11,48.33,4.5,20.98,3.9
Hyderabad,08-12-2017,2.82,39.18,22.87,0.8,24.61,61.72,4.19,18.64,3.66
Hyderabad,09-12-2017,3.04,38.26,22.57,0.77,19.03,59.43,5.13,21.25,4.67
Hyderabad,10-12-2017,4.44,37.26,23.47,0.69,22.76,39.78,3.38,24.04,2.35
Hyderabad,13-12-2017,7.91,50.13,33.14,1.0,8.51,48.7,4.08,22.77,4.66
Hyderabad,14-12-2017,2.4,39.48,22.84,0.92,7.88,48.56,3.19,12.58,3.88
Hyderabad,15-12-2017,3.5,38.85,23.42,0.77,7.52,42.62,3.11,12.0,3.83
Hyderabad,18-12-2017,3.67,37.36,23.1,0.59,22.04,56.42,3.5,20.96,2.12
Hyderabad,19-12-2017,8.22,49.48,32.53,0.7,24.06,45.37,3.38,19.14,3.48
Hyderabad,24-12-2017,9.99,63.74,41.56,1.14,10.11,47.69,3.89,22.93,4.49
Hyderabad,25-12-2017,8.37,56.9,36.68,1.13,8.51,38.5,3.98,21.63,4.73
Hyderabad,27-12-2017,6.1,55.68,34.05,0.85,16.26,47.38,3.96,22.49,4.42
Hyderabad,30-12-2017,15.07,67.32,47.61,1.1,9.62,41.64,3.61,23.28,4.63
Hyderabad,31-12-2017,13.13,62.26,43.33,1.02,8.17,39.55,4.47,23.6,5.0
Hyderabad,01-01-2018,10.55,54.46,36.98,0.99,11.25,38.93,4.26,21.07,3.74
Hyderabad,02-01-2018,5.81,51.51,31.23,0.92,9.44,51.26,3.16,16.68,3.19
Hyderabad,03-01-2018,5.35,46.8,28.9,0.83,10.52,56.84,3.32,16.7,5.07
Hyderabad,07-01-2018,8.91,55.39,36.43,1.03,11.62,50.17,3.28,21.34,4.23
Hyderabad,08-01-2018,7.08,51.85,33.01,0.98,9.28,52.61,2.43,12.46,2.89
Hyderabad,09-01-2018,6.41,53.96,33.53,0.95,10.51,57.35,2.65,11.99,2.85
Hyderabad,10-01-2018,7.01,53.36,33.57,1.03,12.71,56.34,2.98,13.68,2.89
Hyderabad,15-01-2018,3.98,37.89,23.11,0.83,7.43,50.02,2.18,9.33,2.17
Hyderabad,17-01-2018,6.13,45.06,28.58,0.87,10.5,45.85,2.99,18.36,4.24
Hyderabad,22-01-2018,5.81,50.74,31.43,0.89,9.28,52.29,2.84,16.9,4.31
Hyderabad,23-01-2018,4.36,46.04,27.83,0.71,6.93,47.74,2.48,12.28,4.47
Hyderabad,24-01-2018,4.69,42.71,26.3,0.71,9.52,45.11,2.46,12.56,4.5
Hyderabad,29-01-2018,5.49,46.08,28.63,0.84,8.69,50.19,2.79,17.05,3.9
Hyderabad,04-02-2018,4.91,41.49,25.66,0.73,9.46,54.21,2.54,19.19,4.52
Hyderabad,05-02-2018,6.03,43.96,29.17,0.73,8.16,56.47,1.46,5.67,1.65
Hyderabad,08-02-2018,14.55,59.37,42.94,0.84,13.52,34.55,2.62,16.53,3.39
Hyderabad,09-02-2018,14.25,55.81,38.89,0.87,13.92,35.92,2.56,17.15,3.35
Hyderabad,10-02-2018,7.15,53.5,32.19,0.82,13.07,29.39,2.59,16.88,3.04
Hyderabad,11-02-2018,3.74,28.9,17.89,0.6,8.55,34.88,1.07,4.53,1.49
Hyderabad,12-02-2018,3.15,20.55,12.99,0.61,6.61,38.74,0.76,3.46,0.86
Hyderabad,13-02-2018,2.89,31.98,16.16,0.61,6.53,44.34,0.98,4.74,1.1
Hyderabad,14-02-2018,4.19,44.77,22.99,0.76,8.3,46.28,1.98,9.6,2.19
Hyderabad,15-02-2018,6.74,48.93,29.9,0.84,12.88,46.88,2.27,13.04,2.42
Hyderabad,16-02-2018,8.45,51.24,33.77,0.81,17.02,41.68,2.14,16.62,2.48
Hyderabad,17-02-2018,10.09,60.23,39.91,0.92,20.36,39.46,3.07,22.59,2.83
Hyderabad,18-02-2018,10.42,58.63,39.49,1.02,10.27,47.42,2.55,18.56,4.02
Hyderabad,19-02-2018,4.17,44.16,26.69,0.77,7.39,53.02,1.28,6.61,1.72
Hyderabad,20-02-2018,4.48,41.75,25.68,0.74,6.36,50.85,1.18,10.52,1.86
Hyderabad,21-02-2018,5.07,46.91,28.9,0.85,7.37,47.88,1.75,14.68,2.73
Hyderabad,22-02-2018,4.83,49.21,29.91,0.88,8.69,46.5,1.9,9.21,2.14
Hyderabad,23-02-2018,5.72,48.0,30.0,0.85,8.18,48.94,1.94,10.21,2.22
Hyderabad,24-02-2018,4.92,43.62,27.02,0.7,8.22,45.22,1.25,5.75,1.41
Hyderabad,25-02-2018,8.22,51.65,33.9,0.76,7.54,33.06,1.63,7.65,2.2
Hyderabad,26-02-2018,22.13,65.82,52.86,1.09,9.89,40.48,2.74,16.8,3.72
Hyderabad,27-02-2018,20.92,67.65,52.81,1.16,14.95,40.86,3.05,18.83,3.91
Hyderabad,28-02-2018,20.73,70.43,54.05,1.3,12.91,41.99,4.03,21.23,3.94
Hyderabad,01-03-2018,14.31,65.26,46.13,1.12,11.14,37.91,2.69,19.29,3.4
Hyderabad,02-03-2018,10.11,56.01,37.83,1.06,10.18,43.91,2.04,13.08,2.57
Hyderabad,03-03-2018,4.25,45.04,27.24,0.88,9.79,53.05,1.62,7.39,1.75
Hyderabad,04-03-2018,7.81,49.19,32.28,0.94,9.17,50.33,1.64,9.31,1.92
Hyderabad,05-03-2018,4.59,45.37,27.82,0.89,8.88,48.64,1.61,6.32,1.85
Hyderabad,06-03-2018,3.86,38.91,23.52,0.74,9.83,56.45,1.33,7.29,1.34
Hyderabad,07-03-2018,5.37,43.04,26.99,0.79,7.58,53.66,1.32,6.6,1.67
Hyderabad,08-03-2018,6.73,49.93,31.44,0.92,7.22,45.08,1.72,8.25,1.75
Hyderabad,09-03-2018,4.89,52.67,31.79,0.96,6.03,45.57,1.61,5.98,1.94
Hyderabad,10-03-2018,4.83,49.74,30.19,1.02,7.24,50.9,1.88,7.61,1.72
Hyderabad,11-03-2018,2.68,35.56,20.92,0.79,6.94,57.23,1.05,4.32,1.13
Hyderabad,12-03-2018,3.74,40.44,24.38,0.67,5.14,44.39,1.13,4.61,1.38
Hyderabad,13-03-2018,4.44,41.84,25.69,0.71,5.62,42.72,1.24,5.96,1.41
Hyderabad,14-03-2018,5.1,45.05,27.97,0.85,7.43,49.57,1.72,8.45,2.25
Hyderabad,15-03-2018,3.96,37.4,22.92,0.77,8.79,48.41,1.04,4.36,1.21
Hyderabad,16-03-2018,3.98,39.37,23.98,0.86,14.59,43.99,1.8,11.45,1.92
Hyderabad,17-03-2018,3.01,33.36,20.02,0.76,5.86,47.12,1.06,4.57,1.92
Hyderabad,18-03-2018,4.13,32.85,20.64,0.7,4.84,37.7,0.81,3.11,0.93
Hyderabad,19-03-2018,4.21,41.03,25.09,0.83,5.87,48.04,2.48,4.69,1.37
Hyderabad,20-03-2018,5.57,47.03,29.2,0.87,7.01,47.14,1.17,5.22,1.57
Hyderabad,21-03-2018,3.95,45.49,27.17,0.89,11.32,45.92,1.53,8.23,1.98
Hyderabad,22-03-2018,8.9,52.52,34.8,0.86,13.35,32.33,2.13,12.21,3.12
Hyderabad,23-03-2018,13.11,58.35,41.43,1.01,16.25,36.12,3.31,18.45,4.81
Hyderabad,24-03-2018,12.22,63.27,43.32,1.05,16.63,39.62,2.93,17.29,4.59
Hyderabad,25-03-2018,5.3,49.1,30.11,0.98,10.47,43.09,2.03,10.45,3.08
Hyderabad,26-03-2018,3.49,39.51,23.68,0.84,7.69,44.76,1.76,6.16,1.94
Hyderabad,27-03-2018,3.6,44.63,26.49,0.79,9.57,50.92,1.63,9.03,1.71
Hyderabad,28-03-2018,3.09,40.84,24.05,0.75,9.65,51.24,1.38,6.57,1.85
Hyderabad,29-03-2018,4.41,48.19,28.94,0.91,9.33,48.28,2.01,10.48,3.44
Hyderabad,30-03-2018,2.56,40.32,23.3,0.81,7.54,45.56,1.5,7.9,2.26
Hyderabad,31-03-2018,3.36,41.99,24.83,0.83,7.47,49.61,1.43,6.17,1.5
Hyderabad,01-04-2018,3.18,31.47,19.08,0.63,5.79,48.2,0.94,4.01,1.15
Hyderabad,02-04-2018,6.94,38.98,26.19,0.72,5.28,44.0,1.25,4.38,2.85
Hyderabad,04-04-2018,4.18,39.39,24.13,0.72,5.82,50.85,1.04,3.64,1.55
Hyderabad,05-04-2018,4.05,36.55,22.52,0.67,4.72,43.49,1.33,4.0,1.59
Hyderabad,06-04-2018,4.94,42.39,26.36,0.74,5.68,46.02,1.57,6.0,1.82
Hyderabad,07-04-2018,7.78,50.76,32.78,0.76,9.13,49.0,1.28,5.57,3.99
Hyderabad,08-04-2018,4.55,35.94,22.43,0.67,5.05,44.24,0.85,3.51,2.84
Hyderabad,09-04-2018,9.17,41.16,28.67,0.71,6.94,47.22,1.24,4.05,1.46
Hyderabad,10-04-2018,6.05,38.69,25.31,0.79,6.42,37.75,1.6,6.17,2.1
Hyderabad,11-04-2018,5.0,31.01,20.42,0.68,6.12,31.17,1.19,5.38,1.18
Hyderabad,12-04-2018,5.41,42.54,26.69,0.67,7.29,38.29,1.33,6.43,1.53
Hyderabad,13-04-2018,4.14,33.9,21.17,0.56,5.19,38.8,1.08,4.83,1.26
Hyderabad,14-04-2018,3.65,30.02,18.73,0.69,4.9,40.13,0.6,2.59,0.51
Hyderabad,15-04-2018,4.63,31.86,20.46,0.83,5.47,27.82,0.86,4.73,0.89
Hyderabad,16-04-2018,8.95,45.36,31.05,0.9,8.34,36.09,2.22,11.57,2.22
Hyderabad,17-04-2018,4.8,38.79,23.94,0.72,5.64,41.82,1.18,5.52,1.31
Hyderabad,18-04-2018,5.22,35.18,22.78,0.61,9.98,45.82,1.12,6.12,2.46
Hyderabad,19-04-2018,11.25,44.05,32.35,0.77,10.51,39.18,1.57,7.6,2.38
Hyderabad,20-04-2018,14.73,44.88,35.01,0.86,9.2,37.27,1.71,9.53,4.15
Hyderabad,21-04-2018,14.17,51.13,38.23,0.9,10.1,31.15,2.21,15.4,4.97
Hyderabad,22-04-2018,4.45,39.3,24.29,0.75,7.55,43.31,1.31,6.62,1.5
Hyderabad,23-04-2018,2.99,28.02,17.0,0.56,6.52,49.31,0.62,2.71,0.45
Hyderabad,24-04-2018,3.63,35.48,21.62,0.54,6.92,51.74,0.87,5.04,1.36
Hyderabad,25-04-2018,2.81,29.59,17.69,0.6,6.07,53.56,0.72,2.68,0.71
Hyderabad,26-04-2018,3.23,35.66,21.42,0.62,6.99,52.61,0.96,4.83,0.94
Hyderabad,27-04-2018,3.35,35.85,21.56,0.68,7.12,52.49,1.35,7.38,1.44
Hyderabad,28-04-2018,2.74,30.66,18.35,0.52,6.84,46.38,0.65,2.33,0.51
Hyderabad,29-04-2018,3.02,30.99,18.74,0.59,7.72,49.28,0.89,7.07,0.76
Hyderabad,30-04-2018,7.3,39.52,26.63,0.7,9.74,44.31,1.2,7.43,1.59
Hyderabad,01-05-2018,2.21,32.08,20.1,0.57,7.94,45.47,1.47,7.29,1.32
Hyderabad,02-05-2018,5.67,31.21,18.75,0.7,5.92,48.88,0.88,3.81,0.78
Hyderabad,03-05-2018,3.83,27.73,16.39,0.56,5.45,48.87,0.79,3.8,0.51
Hyderabad,04-05-2018,4.72,31.67,20.45,0.62,6.1,50.95,0.73,4.95,0.58
Hyderabad,05-05-2018,2.77,30.11,18.07,0.6,5.94,51.31,0.6,4.04,0.37
Hyderabad,06-05-2018,2.73,28.95,17.4,0.58,6.47,47.6,0.44,2.19,0.25
Hyderabad,07-05-2018,2.68,28.72,17.24,0.58,6.91,51.78,0.68,3.61,0.66
Hyderabad,08-05-2018,4.18,43.5,27.32,0.97,7.8,46.9,1.47,8.91,1.99
Hyderabad,09-05-2018,3.44,37.73,22.67,0.67,6.11,43.87,1.09,6.34,0.93
Hyderabad,10-05-2018,3.68,31.53,19.53,0.63,5.28,45.59,0.97,5.2,0.95
Hyderabad,11-05-2018,2.6,31.48,18.67,0.66,6.44,50.78,1.14,5.51,1.18
Hyderabad,12-05-2018,2.75,31.04,18.58,0.64,5.79,50.32,0.61,3.26,0.95
Hyderabad,13-05-2018,2.78,32.48,19.38,0.74,6.11,61.46,0.65,3.29,0.55
Hyderabad,14-05-2018,2.42,26.02,15.62,0.64,5.38,56.79,0.5,2.44,0.47
Hyderabad,15-05-2018,2.67,24.04,14.76,0.68,4.84,51.51,0.53,2.9,0.49
Hyderabad,16-05-2018,1.84,33.42,21.61,0.78,8.26,48.44,0.86,3.35,0.76
Hyderabad,17-05-2018,5.47,41.31,26.17,0.9,9.18,39.03,1.0,5.56,0.82
Hyderabad,18-05-2018,4.13,35.51,21.97,0.62,6.93,45.12,0.76,5.38,0.88
Hyderabad,19-05-2018,4.4,37.25,23.1,0.69,8.04,46.38,1.16,6.38,1.58
Hyderabad,20-05-2018,2.41,29.22,17.35,0.62,6.25,62.1,0.83,3.35,0.62
Hyderabad,21-05-2018,1.95,32.24,18.72,0.91,6.97,59.66,1.05,3.85,0.63
Hyderabad,22-05-2018,1.61,27.06,15.7,0.69,7.04,56.37,0.87,4.3,0.44
Hyderabad,23-05-2018,2.07,33.71,19.55,0.83,6.22,52.86,1.31,6.64,1.57
Hyderabad,24-05-2018,4.43,32.39,20.82,0.78,6.42,47.17,1.01,4.99,1.7
Hyderabad,25-05-2018,2.82,31.54,18.88,0.76,6.99,55.12,1.22,6.48,2.17
Hyderabad,26-05-2018,4.09,25.79,16.85,0.69,4.39,36.5,0.68,3.84,0.53
Hyderabad,27-05-2018,3.38,26.65,16.54,0.78,6.26,49.07,1.04,8.83,0.69
Hyderabad,28-05-2018,2.96,25.45,15.75,0.72,5.77,45.6,1.11,5.24,0.72
Hyderabad,29-05-2018,3.27,28.48,17.59,0.64,6.41,46.07,1.06,7.43,1.54
Hyderabad,30-05-2018,2.56,26.77,16.12,0.58,6.53,44.57,0.66,4.34,0.66
Hyderabad,31-05-2018,2.85,25.25,15.51,0.83,5.81,45.54,0.66,3.49,0.58
Hyderabad,01-06-2018,2.92,31.53,18.61,0.64,6.76,52.89,1.24,6.75,2.16
Hyderabad,02-06-2018,3.79,35.45,21.68,0.77,6.87,35.35,1.26,8.55,1.79
Hyderabad,03-06-2018,3.42,29.14,18.05,0.62,7.11,44.34,0.62,4.88,0.5
Hyderabad,04-06-2018,5.15,26.22,19.01,0.56,7.1,57.7,0.74,4.88,1.23
Hyderabad,05-06-2018,3.15,30.16,18.39,0.62,7.18,48.4,0.86,5.9,1.45
Hyderabad,06-06-2018,2.43,29.59,17.68,0.64,7.06,47.76,1.04,6.2,1.45
Hyderabad,07-06-2018,2.91,22.53,14.03,0.61,5.17,47.94,0.42,2.39,0.71
Hyderabad,08-06-2018,2.41,22.16,13.55,0.71,6.1,40.15,0.44,2.7,1.78
Hyderabad,09-06-2018,2.78,22.16,13.67,0.68,6.84,33.8,0.38,2.65,1.62
Hyderabad,10-06-2018,3.39,20.62,13.49,0.64,7.35,22.52,0.27,2.27,0.6
Hyderabad,11-06-2018,4.49,23.24,15.72,0.66,8.45,18.82,0.78,4.08,0.7
Hyderabad,12-06-2018,6.62,23.7,17.8,0.66,10.11,17.16,0.9,6.5,1.45
Hyderabad,13-06-2018,2.88,21.31,13.57,0.6,7.58,19.6,0.46,3.3,0.73
Hyderabad,14-06-2018,3.06,23.31,14.67,0.54,8.26,17.53,0.38,3.75,0.5
Hyderabad,15-06-2018,2.8,20.05,12.92,0.57,9.66,20.79,0.37,3.67,0.48
Hyderabad,16-06-2018,2.23,20.48,13.35,0.6,8.96,22.0,0.26,2.73,0.37
Hyderabad,17-06-2018,2.72,20.32,12.88,0.57,9.83,19.71,0.24,2.64,0.31
Hyderabad,18-06-2018,2.58,20.17,12.01,0.58,8.6,19.88,0.26,1.95,0.39
Hyderabad,19-06-2018,1.97,18.2,10.99,0.53,6.94,23.9,0.2,1.92,0.21
Hyderabad,20-06-2018,2.55,21.39,13.31,0.44,6.5,27.49,0.25,2.69,0.22
Hyderabad,21-06-2018,1.76,22.02,12.97,0.46,6.21,27.79,0.38,3.91,0.39
Hyderabad,22-06-2018,2.2,28.03,16.4,0.49,6.19,25.78,0.94,7.48,1.22
Hyderabad,23-06-2018,2.75,23.78,14.39,0.36,6.35,23.59,0.66,5.46,1.61
Hyderabad,24-06-2018,3.05,20.56,13.25,0.23,6.42,19.13,0.26,2.86,0.26
Hyderabad,25-06-2018,2.77,20.7,13.14,0.27,6.36,17.31,0.23,1.84,0.21
Hyderabad,26-06-2018,3.95,23.21,15.22,0.26,5.93,17.5,0.24,1.79,0.19
Hyderabad,27-06-2018,4.42,28.07,18.17,0.26,4.6,15.07,0.28,2.36,0.28
Hyderabad,28-06-2018,4.19,24.39,16.02,0.28,5.05,17.65,0.32,3.21,0.31
Hyderabad,29-06-2018,3.48,22.68,14.57,0.3,5.38,23.37,0.34,3.21,0.29
Hyderabad,30-06-2018,6.27,26.4,18.78,0.33,6.64,22.0,0.48,5.26,0.43
Hyderabad,01-07-2018,3.41,27.03,16.84,0.3,7.1,25.21,0.38,4.16,0.32
Hyderabad,02-07-2018,3.82,24.21,15.61,0.24,5.74,23.96,0.43,3.89,0.29
Hyderabad,03-07-2018,3.42,23.43,14.97,0.26,5.56,22.53,0.66,2.87,0.68
Hyderabad,04-07-2018,3.7,22.07,14.46,0.35,5.95,21.98,1.11,3.12,1.26
Hyderabad,05-07-2018,4.16,22.74,15.17,0.25,6.07,20.08,0.37,3.72,0.31
Hyderabad,08-07-2018,4.05,25.11,16.11,0.28,5.61,20.17,0.78,4.73,2.41
Hyderabad,09-07-2018,4.05,23.21,15.32,0.22,5.45,18.43,0.5,2.8,1.61
Hyderabad,10-07-2018,4.15,21.7,14.62,0.25,5.47,16.26,0.37,3.24,0.35
Hyderabad,12-07-2018,4.73,22.14,15.24,0.25,4.96,20.46,0.36,4.2,0.6
Hyderabad,13-07-2018,4.5,20.22,14.07,0.27,6.21,15.7,0.39,4.02,0.25
Hyderabad,14-07-2018,5.45,26.02,17.84,0.28,6.88,15.88,0.68,4.67,0.69
Hyderabad,15-07-2018,5.46,25.58,17.67,0.31,6.66,21.52,0.54,4.5,0.38
Hyderabad,16-07-2018,5.27,21.19,15.02,0.37,8.75,16.13,0.52,3.67,0.34
Hyderabad,17-07-2018,4.39,20.54,14.0,0.26,6.46,14.86,0.42,2.55,0.27
Hyderabad,18-07-2018,4.36,22.64,15.15,0.27,6.95,13.58,0.8,4.43,4.49
Hyderabad,19-07-2018,4.55,21.97,15.57,0.26,7.32,14.75,0.59,2.8,2.47
Hyderabad,20-07-2018,4.27,22.18,14.61,0.31,9.52,13.12,0.88,3.02,0.34
Hyderabad,21-07-2018,2.81,23.18,14.44,0.3,9.11,15.35,0.69,5.28,3.97
Hyderabad,22-07-2018,3.74,22.42,14.56,0.28,9.22,14.36,0.55,2.92,0.55
Hyderabad,23-07-2018,4.08,21.69,14.24,0.26,7.41,15.37,0.48,3.01,0.28
Hyderabad,24-07-2018,4.72,21.03,14.68,0.32,5.87,15.58,0.44,4.52,0.54
Hyderabad,25-07-2018,5.11,20.4,14.67,0.26,6.55,16.66,0.41,4.14,0.29
Hyderabad,26-07-2018,9.34,20.64,18.69,0.29,7.06,16.19,0.43,4.26,0.26
Hyderabad,27-07-2018,7.62,24.38,18.52,0.27,6.46,17.72,0.46,3.91,0.39
Hyderabad,28-07-2018,8.1,22.38,18.1,0.28,6.09,18.44,0.51,4.03,0.41
Hyderabad,29-07-2018,5.93,28.86,19.71,0.38,7.2,16.26,0.53,5.19,0.53
Hyderabad,30-07-2018,5.11,25.61,17.39,0.32,6.79,17.7,0.73,3.83,0.53
Hyderabad,31-07-2018,5.24,25.13,17.24,0.27,6.8,17.22,0.59,3.96,0.72
Hyderabad,01-08-2018,4.48,25.54,16.46,0.28,6.2,16.38,0.71,6.64,3.86
Hyderabad,02-08-2018,6.01,27.27,18.33,0.36,6.61,13.63,1.23,8.76,2.86
Hyderabad,04-08-2018,5.63,25.39,17.64,0.28,6.63,16.46,0.8,6.36,2.39
Hyderabad,05-08-2018,5.68,27.06,18.56,0.31,6.37,16.05,0.78,5.48,1.0
Hyderabad,06-08-2018,5.0,23.75,16.3,0.29,7.05,16.55,0.71,3.87,0.44
Hyderabad,07-08-2018,4.71,24.24,16.08,0.3,8.15,13.97,0.54,3.37,0.64
Hyderabad,08-08-2018,4.84,24.82,16.46,0.28,7.42,13.81,0.55,3.96,0.73
Hyderabad,09-08-2018,8.38,27.7,21.0,0.36,5.9,12.64,1.04,13.0,2.69
